group,variable,value
1.0,3500,0.39
1.0,3600,2.05
1.0,3700,0.08
1.0,3800,0.13
1.0,3900,0.13
1.0,4000,0.12
1.0,4100,0.11
1.0,4200,0.03
1.0,4300,0.07
1.0,4400,1.79
1.0,4500,0.09
1.0,4600,0.20
1.0,4700,0.43
1.0,4800,0.62
1.0,4900,1.15
1.0,5000,2.03
1.0,5100,2.86
1.0,5200,4.22
1.0,5300,5.34
1.0,5400,7.29
1.0,5500,10.20
1.0,5600,14.03
1.0,5700,20.16
1.0,5800,24.87
1.0,5900,29.49
1.0,6000,29.41
1.0,6100,32.31
1.0,6200,32.44
2.0,3500,0.45
2.0,3600,3.11
2.0,3700,0.16
2.0,3800,0.14
2.0,3900,0.13
2.0,4000,0.11
2.0,4100,0.12
2.0,4200,0.06
2.0,4300,0.11
2.0,4400,1.84
2.0,4500,0.22
2.0,4600,0.34
2.0,4700,0.78
2.0,4800,1.59
2.0,4900,2.20
2.0,5000,3.53
2.0,5100,4.66
2.0,5200,7.58
2.0,5300,9.35
2.0,5400,13.19
2.0,5500,17.99
2.0,5600,24.55
2.0,5700,35.93
2.0,5800,46.02
2.0,5900,54.76
2.0,6000,61.30
2.0,6100,63.26
2.0,6200,65.33
3.0,3500,0.41
3.0,3600,3.43
3.0,3700,0.11
3.0,3800,0.13
3.0,3900,0.14
3.0,4000,0.17
3.0,4100,0.36
3.0,4200,0.23
3.0,4300,0.24
3.0,4400,1.89
3.0,4500,0.20
3.0,4600,0.28
3.0,4700,0.56
3.0,4800,1.21
3.0,4900,1.57
3.0,5000,2.25
3.0,5100,2.75
3.0,5200,4.35
3.0,5300,6.12
3.0,5400,9.40
3.0,5500,15.58
3.0,5600,22.29
3.0,5700,31.81
3.0,5800,42.89
3.0,5900,53.97
3.0,6000,66.33
3.0,6100,65.91
3.0,6200,68.48
4.0,3500,0.39
4.0,3600,4.17
4.0,3700,0.64
4.0,3800,0.82
4.0,3900,0.94
4.0,4000,1.07
4.0,4100,1.07
4.0,4200,0.60
4.0,4300,0.49
4.0,4400,2.02
4.0,4500,0.58
4.0,4600,0.64
4.0,4700,0.96
4.0,4800,1.67
4.0,4900,2.54
4.0,5000,3.17
4.0,5100,2.94
4.0,5200,3.98
4.0,5300,4.63
4.0,5400,6.65
4.0,5500,12.96
4.0,5600,19.83
4.0,5700,29.64
4.0,5800,38.53
4.0,5900,48.96
4.0,6000,55.92
4.0,6100,56.79
4.0,6200,55.82
5.0,3500,0.45
5.0,3600,6.59
5.0,3700,1.86
5.0,3800,2.48
5.0,3900,3.10
5.0,4000,4.06
5.0,4100,4.60
5.0,4200,2.51
5.0,4300,1.96
5.0,4400,3.39
5.0,4500,2.56
5.0,4600,3.35
5.0,4700,4.45
5.0,4800,5.87
5.0,4900,7.83
5.0,5000,8.98
5.0,5100,7.98
5.0,5200,8.84
5.0,5300,9.26
5.0,5400,10.83
5.0,5500,16.70
5.0,5600,23.22
5.0,5700,32.14
5.0,5800,40.83
5.0,5900,53.23
5.0,6000,56.38
5.0,6100,58.87
5.0,6200,55.28
6.0,3500,1.89
6.0,3600,10.68
6.0,3700,6.29
6.0,3800,7.39
6.0,3900,8.37
6.0,4000,9.68
6.0,4100,10.00
6.0,4200,5.39
6.0,4300,4.15
6.0,4400,5.46
6.0,4500,5.82
6.0,4600,6.85
6.0,4700,8.69
6.0,4800,11.76
6.0,4900,15.82
6.0,5000,17.90
6.0,5100,15.33
6.0,5200,16.50
6.0,5300,15.19
6.0,5400,16.61
6.0,5500,22.38
6.0,5600,29.63
6.0,5700,38.23
6.0,5800,45.89
6.0,5900,62.37
6.0,6000,57.43
6.0,6100,65.77
6.0,6200,58.14
7.0,3500,1.59
7.0,3600,13.13
7.0,3700,8.66
7.0,3800,10.75
7.0,3900,11.92
7.0,4000,13.51
7.0,4100,13.24
7.0,4200,6.76
7.0,4300,5.07
7.0,4400,5.81
7.0,4500,6.38
7.0,4600,8.13
7.0,4700,9.23
7.0,4800,10.96
7.0,4900,14.89
7.0,5000,16.87
7.0,5100,14.78
7.0,5200,15.84
7.0,5300,14.15
7.0,5400,15.22
7.0,5500,19.83
7.0,5600,26.17
7.0,5700,33.38
7.0,5800,40.35
7.0,5900,56.91
7.0,6000,51.15
7.0,6100,60.58
7.0,6200,51.46
8.0,3500,0.93
8.0,3600,8.80
8.0,3700,3.93
8.0,3800,5.28
8.0,3900,6.06
8.0,4000,7.25
8.0,4100,8.24
8.0,4200,4.31
8.0,4300,3.19
8.0,4400,4.28
8.0,4500,3.43
8.0,4600,4.53
8.0,4700,5.84
8.0,4800,7.56
8.0,4900,10.90
8.0,5000,12.80
8.0,5100,10.76
8.0,5200,11.24
8.0,5300,10.64
8.0,5400,11.60
8.0,5500,16.51
8.0,5600,22.49
8.0,5700,28.44
8.0,5800,35.47
8.0,5900,57.53
8.0,6000,46.07
8.0,6100,61.48
8.0,6200,47.29
9.0,3500,0.64
9.0,3600,6.34
9.0,3700,2.01
9.0,3800,3.20
9.0,3900,4.15
9.0,4000,5.37
