x,y,CI_left,CI_right
1.0,4.03,1.24,6.25
2.0,6.42,3.35,8.99
3.0,6.19,3.50,8.03
4.0,8.76,5.25,11.40
5.0,15.03,9.72,18.75
6.0,19.09,13.45,24.33
7.0,20.90,14.43,26.79
8.0,15.10,10.23,19.54
9.0,11.02,6.24,15.15
10.0,7.10,4.17,9.43
11.0,4.55,2.58,6.16
12.0,3.24,1.38,4.45
