x,y,CI_left,CI_right
1.0,0.25,0.03,0.29
2.0,0.28,0.05,0.34
3.0,0.34,0.05,0.31
4.0,1.05,0.09,1.43
5.0,3.57,1.01,5.44
6.0,6.95,2.64,9.95
7.0,9.41,3.47,14.07
8.0,6.28,1.28,10.20
9.0,3.64,0.39,6.04
10.0,1.49,0.10,2.29
11.0,0.35,0.01,0.39
12.0,0.22,0.01,0.19
