group,variable,value
1.0,100,1.4686965571944175
1.0,200,3.9413239390464496
1.0,300,8.363980323362519
1.0,400,7.751459271600741
1.0,500,9.932539009057717
1.0,600,15.95560010869246
1.0,700,16.837258334865023
1.0,800,21.140241886337982
1.0,900,32.55526690398587
1.0,1000,49.01436337148621
1.0,1100,72.33991670904263
1.0,1200,91.69428123108577
1.0,1300,97.1228418792448
1.0,1400,98.92775337795835
1.0,1500,99.2681393084985
1.0,1600,99.25964091162454
1.0,1700,99.76272517496828
1.0,1800,99.5187276874415
1.0,1900,98.9698345420868
1.0,2000,98.30424249327545
1.0,2100,99.31274259731619
1.0,2200,99.91761041496203
1.0,2300,99.94030587074484
1.0,2400,99.93231395104166
1.0,2500,99.90161209905257
1.0,2600,99.931748327608
1.0,2700,100.0
1.0,2800,100.0
1.0,2900,100.0
1.0,3000,100.0
1.0,3100,100.0
1.0,3200,100.0
1.0,3300,100.0
1.0,3400,100.0
2.0,100,1.585757115877667
2.0,200,4.006704899229969
2.0,300,8.23884590135874
2.0,400,7.54869989662011
2.0,500,9.6123076390215
2.0,600,15.319079613000575
2.0,700,15.817199327847067
2.0,800,19.801499714741965
2.0,900,30.874927285614834
2.0,1000,47.248046766556534
2.0,1100,71.07317308462692
2.0,1200,91.28187528498115
2.0,1300,97.02294244306653
2.0,1400,98.88815412944506
2.0,1500,99.27771090096805
2.0,1600,99.4446085804865
2.0,1700,99.65185623397818
2.0,1800,99.521593707272
2.0,1900,99.62648896424004
2.0,2000,99.45208138016864
2.0,2100,99.6121622121179
2.0,2200,99.81729320070603
2.0,2300,99.87308294545365
2.0,2400,99.91288489864631
2.0,2500,99.83351337876005
2.0,2600,99.8808533719038
2.0,2700,99.80965391621133
2.0,2800,99.86371541501988
2.0,2900,99.99154086413326
2.0,3000,99.99926793557833
2.0,3100,100.0
2.0,3200,100.0
2.0,3300,99.86244401791429
2.0,3400,99.8970976253298
3.0,100,2.789540746681078
3.0,200,5.884524004588052
3.0,300,10.7244788909778
3.0,400,10.688634314629981
3.0,500,13.038832066224918
3.0,600,19.066012373667142
3.0,700,19.791159366115245
3.0,800,24.366670772662623
3.0,900,36.07723508635445
3.0,1000,52.56222585327617
3.0,1100,74.95393326585916
3.0,1200,92.78530966185222
3.0,1300,97.46550177723134
3.0,1400,98.83120007713954
3.0,1500,99.19180775983435
3.0,1600,99.18651381039999
3.0,1700,99.29822558492772
3.0,1800,99.31428285362985
3.0,1900,99.15411447050366
3.0,2000,98.76011337848637
3.0,2100,99.28705777974946
3.0,2200,99.4713430650647
3.0,2300,99.36580081937308
3.0,2400,99.43676790348599
3.0,2500,99.41054512215378
3.0,2600,99.37651419273188
3.0,2700,99.52717061323624
3.0,2800,99.52490118577086
3.0,2900,99.64185320145758
3.0,3000,99.6515373352855
3.0,3100,99.67395264116576
3.0,3200,100.0
3.0,3300,99.74152271273194
3.0,3400,99.8970976253298
4.0,100,5.668908129746223
4.0,200,9.687196460757242
4.0,300,15.435890658281773
4.0,400,16.2619711926877
4.0,500,18.965453821242978
4.0,600,25.213185258751217
4.0,700,26.499967969228788
4.0,800,32.040496187908666
4.0,900,44.28279691790351
4.0,1000,60.43702458099741
4.0,1100,80.39047827714948
4.0,1200,94.43600116183032
4.0,1300,97.87547299725485
4.0,1400,98.75715872048198
4.0,1500,99.09127670485155
4.0,1600,98.98523674543208
4.0,1700,99.04010683161931
4.0,1800,98.96466285156481
4.0,1900,98.96560861511456
4.0,2000,98.94215857216756
4.0,2100,98.96378692100122
4.0,2200,98.89272129641583
4.0,2300,99.00098667982228
4.0,2400,99.02760047695863
4.0,2500,98.91337045039039
4.0,2600,98.97152413668415
4.0,2700,99.17471159684278
4.0,2800,99.07003952569175
4.0,2900,99.37571577303493
4.0,3000,99.19033674963394
4.0,3100,99.6265938069217
4.0,3200,99.93846153846152
4.0,3300,99.84772872680745
4.0,3400,99.89182058047493
5.0,100,12.3736393771699
5.0,200,19.194774154787737
5.0,300,27.958890790110928
5.0,400,31.0415676313421
5.0,500,34.88151152520742
5.0,600,41.0826714066303
5.0,700,42.98908841830736
5.0,800,48.099907777188214
5.0,900,58.75653635322288
