group,variable,value
1.0,100,0.4080680401709621
1.0,200,0.6884909862178072
1.0,300,1.0190015358395412
1.0,400,2.3201085072460423
1.0,500,5.919025517902526
1.0,600,12.144700765553168
1.0,700,20.45119682929531
1.0,800,29.588444543190192
1.0,900,35.57270594993092
1.0,1000,41.66929568221006
1.0,1100,51.81118684916467
1.0,1200,64.44563975071084
1.0,1300,68.72346250193796
1.0,1400,66.07400660848923
1.0,1500,64.4395062424258
1.0,1600,69.37712020513092
1.0,1700,68.72490370838976
1.0,1800,70.85658784593977
1.0,1900,69.18323319630372
1.0,2000,68.48785246876855
1.0,2100,79.37853587987566
1.0,2200,72.73974479129116
1.0,2300,52.19443863683882
1.0,2400,50.09813721035893
1.0,2500,39.515151515151516
2.0,100,0.45706786003834077
2.0,200,0.74352548678138
2.0,300,1.1140516861136076
2.0,400,2.4038624918066773
2.0,500,5.996856139385277
2.0,600,12.322897372294442
2.0,700,20.416343065496072
2.0,800,30.07089053932371
2.0,900,36.98046899515504
2.0,1000,45.166606787726245
2.0,1100,55.34527401947038
2.0,1200,67.48753400307449
2.0,1300,73.661791225021
2.0,1400,76.9777704820807
2.0,1500,74.41821717442157
2.0,1600,68.7264180138226
2.0,1700,72.24271067859989
2.0,1800,76.44897836826689
2.0,1900,84.72251502055431
2.0,2000,84.7869839381319
2.0,2100,83.7454591858436
2.0,2200,75.05940451301272
2.0,2300,78.10307338490493
2.0,2400,81.15038618809632
2.0,2500,95.63636363636364
3.0,100,0.9566091324740902
3.0,200,1.4069515863724906
3.0,300,2.1104129351239425
3.0,400,4.113473816322337
3.0,500,9.287824772143933
3.0,600,17.12586572321712
3.0,700,27.597785997014338
3.0,800,39.59121856251346
3.0,900,48.334893813923514
3.0,1000,56.94039452206753
3.0,1100,68.39669896915943
3.0,1200,79.38812949972721
3.0,1300,84.93615415371296
3.0,1400,87.47376196729627
3.0,1500,88.53478567201189
3.0,1600,87.94372890847187
3.0,1700,89.29355450942434
3.0,1800,89.2656842054774
3.0,1900,90.62448613892686
3.0,2000,90.06086853063628
3.0,2100,92.85439618869347
3.0,2200,92.5145988032585
3.0,2300,96.2301902571608
3.0,2400,95.88823262153565
3.0,2500,100.0
4.0,100,2.964203706957291
4.0,200,4.260833437631689
4.0,300,6.416336843563926
4.0,400,10.477732229438926
4.0,500,19.548978340878516
4.0,600,28.958222473269025
