group,variable,value
trend,1,-0.79
trend,2,-0.33
trend,3,-0.30
trend,4,-0.59
trend,5,-1.03
trend,6,-0.07
trend,7,-0.62
trend,8,-1.70
trend,9,-2.42
trend,10,-3.29
trend,11,-4.90
trend,12,-2.15
