x,y,CI_left,CI_right
1.0,0.02,0.00,0.00
2.0,0.02,0.00,0.00
3.0,0.03,0.00,0.02
4.0,0.14,0.00,0.12
5.0,0.80,0.02,1.11
6.0,3.40,1.07,5.02
7.0,5.47,2.98,7.45
8.0,4.86,2.90,6.71
9.0,3.23,1.65,4.59
10.0,1.59,0.47,2.47
11.0,0.55,0.02,0.79
12.0,0.07,0.00,0.03
