group,variable,value
1.0,100,0.08104291226521891
1.0,200,0.03453263138758469
1.0,300,0.01889932085938054
1.0,400,0.012450886944814152
1.0,500,0.011878758160222755
1.0,600,0.016844373945382667
1.0,700,0.01893392630062487
1.0,800,0.02209202102903943
1.0,900,0.05003752054029599
1.0,1000,0.09243683599863001
1.0,1100,0.14608344596683803
1.0,1200,0.26799273668094886
1.0,1300,0.6138044017704313
1.0,1400,1.3371771056044286
1.0,1500,3.319880016818453
1.0,1600,7.743923729605056
1.0,1700,15.591598546079142
1.0,1800,39.04669728783899
1.0,1900,71.35931347054014
1.0,2000,84.41576149757338
1.0,2100,94.79865498267783
1.0,2200,95.57879904617384
1.0,2300,94.75621287428787
1.0,2400,97.70297537619695
1.0,2500,96.1260096930533
1.0,2600,98.03518796992488
1.0,2700,99.60232843137258
1.0,2800,98.09939148073028
1.0,2900,98.19258130081305
1.0,3000,98.60208741030658
1.0,3100,97.97451274362818
1.0,3200,99.18478260869567
2.0,100,0.0798974667679828
2.0,200,0.023795424438262137
2.0,300,0.013479662671764056
2.0,400,0.00826074510285042
2.0,500,0.006148028173199833
2.0,600,0.0045001693007807745
2.0,700,0.009701436837858292
2.0,800,0.01393546463969004
2.0,900,0.022192319569401868
2.0,1000,0.05230875315355533
2.0,1100,0.08298439032146974
2.0,1200,0.09897815070200243
2.0,1300,0.2869835819837339
2.0,1400,0.5977103055368791
2.0,1500,1.3783588138656861
2.0,1600,3.47099267901917
2.0,1700,8.05766605831019
2.0,1800,27.691054243219565
2.0,1900,62.092874656363755
2.0,2000,75.37631923580618
2.0,2100,90.60841654778883
2.0,2200,92.26728809885105
2.0,2300,91.34125348527097
2.0,2400,95.61200410396714
2.0,2500,92.46088160627744
2.0,2600,95.94526315789476
2.0,2700,98.3578431372549
2.0,2800,97.02484787018258
2.0,2900,97.71951219512195
2.0,3000,96.93803000652318
2.0,3100,95.70614692653672
2.0,3200,97.55852842809365
3.0,100,0.09547235352747871
3.0,200,0.05628808187314024
3.0,300,0.04829126042510604
3.0,400,0.05760711023868959
3.0,500,0.06601483947021745
3.0,600,0.09179193285292242
3.0,700,0.10401759749669434
3.0,800,0.12082980060657493
3.0,900,0.14061642487651882
3.0,1000,0.15545219190130088
3.0,1100,0.20416478944160416
3.0,1200,0.2206102612183869
3.0,1300,0.3885706906505423
3.0,1400,0.6556313547305788
3.0,1500,1.366343157100811
3.0,1600,3.1572609904518263
3.0,1700,6.722543441252693
3.0,1800,22.645778652668387
3.0,1900,55.899249572776576
3.0,2000,70.21924350974503
3.0,2100,87.64030976156512
3.0,2200,89.23347062649036
3.0,2300,87.89332040247305
3.0,2400,92.19493844049246
3.0,2500,88.63881837064388
3.0,2600,93.19548872180452
3.0,2700,92.21323529411767
3.0,2800,94.86359026369172
3.0,2900,91.7372967479675
3.0,3000,92.48597521200259
3.0,3100,92.2368815592204
3.0,3200,94.2541806020067
4.0,100,0.3694576297948345
4.0,200,0.34007423776648943
4.0,300,0.7277599534107115
4.0,400,0.9746085373615756
4.0,500,1.1376960187028853
4.0,600,1.2761668055260909
4.0,700,1.2347454798683575
4.0,800,1.2005435829512385
4.0,900,1.2964810693273963
4.0,1000,1.6081891265840074
4.0,1100,1.775879203879894
4.0,1200,2.213377799404215
4.0,1300,2.8248609887271625
4.0,1400,3.675029712497722
4.0,1500,5.239385519659816
4.0,1600,8.112228696233169
4.0,1700,12.475760317776768
4.0,1800,28.680008748906367
4.0,1900,59.52121257151343
4.0,2000,72.19343656112783
4.0,2100,87.43499082942733
4.0,2200,89.51680034684584
4.0,2300,89.15407928233728
4.0,2400,93.09182626538988
4.0,2500,89.23471036233556
4.0,2600,93.22887218045116
4.0,2700,93.8186274509804
4.0,2800,96.86764705882355
4.0,2900,91.35975609756098
4.0,3000,94.73972602739727
4.0,3100,92.89655172413794
4.0,3200,97.33110367892976
5.0,100,1.648478636912809
5.0,200,2.1629979421446155
5.0,300,4.355522700459686
5.0,400,5.882207311357133
5.0,500,6.478962970667796
5.0,600,7.129090089090174
5.0,700,6.885052971337872
5.0,800,6.816840947853451
5.0,900,7.684609858381978
5.0,1000,9.644582492041346
5.0,1100,9.919301407256278
5.0,1200,10.825056077095658
5.0,1300,11.777303434515282
5.0,1400,13.328691917244674
5.0,1500,16.399845686370526
5.0,1600,21.611758113069243
5.0,1700,27.86098799135003
5.0,1800,46.23046077573631
5.0,1900,73.93929712460066
5.0,2000,84.38987751328865
5.0,2100,92.84603627470958
5.0,2200,93.31790591805772
5.0,2300,92.34719359922416
5.0,2400,95.54172366621067
5.0,2500,91.45141933994923
5.0,2600,90.38225563909776
5.0,2700,86.91911764705885
5.0,2800,90.98022312373227
5.0,2900,96.43953252032523
5.0,3000,94.80169602087409
5.0,3100,94.7016491754123
5.0,3200,99.75752508361205
6.0,100,4.625768153372696
6.0,200,5.584597824127143
6.0,300,10.765764178251379
6.0,400,14.322278111751919
6.0,500,16.09223528188066
6.0,600,18.08899741623136
6.0,700,18.215560885000926
6.0,800,18.589097126434456
6.0,900,21.883665524783655
6.0,1000,28.529640319257688
6.0,1100,31.473261689591137
6.0,1200,34.92439027284935
6.0,1300,38.518608266739534
6.0,1400,42.86596716171557
6.0,1500,49.84662699014739
6.0,1600,57.39870248367318
6.0,1700,62.43967302117987
6.0,1800,73.86920384951874
6.0,1900,87.91693290734828
6.0,2000,93.23110700254222
6.0,2100,96.3893417566741
6.0,2200,94.5158248428355
6.0,2300,93.38695599466605
6.0,2400,95.19887140902868
6.0,2500,91.68705285021927
6.0,2600,95.33714285714288
6.0,2700,98.56617647058825
6.0,2800,93.09939148073025
6.0,2900,94.96392276422762
6.0,3000,93.3829093281148
6.0,3100,93.35232383808096
6.0,3200,92.76170568561874
7.0,100,4.100371159585588
7.0,200,4.769665334002907
7.0,300,9.04182864396087
7.0,400,12.178132408901721
7.0,500,14.13668930230723
7.0,600,16.637777818366338
7.0,700,18.07666515045044
7.0,800,20.002401551165924
7.0,900,26.109718379944738
7.0,1000,37.14203693839913
7.0,1100,44.569746640871635
7.0,1200,53.827579249694566
7.0,1300,64.78555295595177
7.0,1400,74.96502369033982
7.0,1500,83.66384769764923
7.0,1600,89.14713087959527
7.0,1700,92.2532092081651
7.0,1800,94.99952610090399
7.0,1900,96.85786462590092
7.0,2000,97.81064632925042
7.0,2100,98.11320562461788
7.0,2200,97.2795360936484
7.0,2300,97.16789913928966
7.0,2400,98.21220930232555
7.0,2500,96.54396492037851
7.0,2600,97.51488721804512
7.0,2700,98.31678921568628
7.0,2800,96.6952332657201
7.0,2900,96.10619918699189
7.0,3000,95.93737769080235
7.0,3100,95.33658170914543
7.0,3200,97.66387959866222
8.0,100,2.036398381009713
8.0,200,2.1939465374832228
8.0,300,4.140865984875687
8.0,400,5.314345573454911
8.0,500,6.0483483907397035
8.0,600,7.76760973992312
8.0,700,8.989240967130014
8.0,800,10.731483239057024
8.0,900,16.336918451625777
8.0,1000,27.420282674132217
8.0,1100,36.20347794591846
8.0,1200,48.099538328249956
8.0,1300,62.21914405517902
8.0,1400,75.05167903492514
8.0,1500,85.48640002774165
8.0,1600,91.44554526578956
8.0,1700,94.46864408079362
8.0,1800,94.39942403032941
8.0,1900,96.92480867820787
8.0,2000,96.7420075494954
8.0,2100,97.51976767882617
8.0,2200,97.77823542163453
8.0,2300,98.18875015153354
8.0,2400,99.32216142270855
8.0,2500,97.6042003231018
8.0,2600,99.07398496240606
8.0,2700,99.80392156862747
8.0,2800,98.5638945233266
8.0,2900,98.60416666666666
8.0,3000,99.10045662100457
8.0,3100,98.03823088455772
8.0,3200,99.50836120401338
9.0,100,0.8353453817752224
9.0,200,0.7360494242922312
9.0,300,1.374788775877867
9.0,400,1.6158784984695975
9.0,500,1.8592157270647016
9.0,600,2.596614546379287
9.0,700,3.1638020506941755
9.0,800,3.8310562185130297
9.0,900,6.8582971594791164
9.0,1000,14.105769508685574
9.0,1100,22.379968020919033
9.0,1200,37.01547609157493
9.0,1300,54.48414410582073
9.0,1400,69.9961891531061
9.0,1500,81.55828157035786
9.0,1600,87.49112358016788
9.0,1700,91.72395441927499
9.0,1800,91.20322980460766
9.0,1900,91.79277806672111
9.0,2000,90.38502426623525
9.0,2100,95.13735479926638
9.0,2200,92.56254064600047
9.0,2300,93.66553521638987
9.0,2400,99.72742818057453
9.0,2500,91.96976690514659
9.0,2600,94.17263157894739
9.0,2700,99.64583333333336
