group,variable,value
1.0,100,0.0
1.0,200,0.0
1.0,300,0.0
1.0,400,0.0
1.0,500,0.0
1.0,600,0.0
1.0,700,0.0
1.0,800,0.0
1.0,900,0.0
1.0,1000,0.0
1.0,1100,0.0
1.0,1200,0.0
1.0,1300,1.374682104763272E-4
1.0,1400,8.683085968753281E-4
1.0,1500,0.0028844217533967468
1.0,1600,0.0010041755909064888
1.0,1700,0.009719273097507539
1.0,1800,0.01628798248015326
1.0,1900,0.04555702748834478
1.0,2000,0.08856645682992971
1.0,2100,0.1745718814024504
1.0,2200,0.4994746860476617
1.0,2300,1.1410176332100108
1.0,2400,2.0270799754706412
1.0,2500,3.777836731600089
1.0,2600,6.970382643135959
1.0,2700,10.266640310828821
1.0,2800,12.98153225646213
1.0,2900,16.26573197694223
1.0,3000,19.591345934866787
1.0,3100,24.433498150995103
1.0,3200,31.23771857887354
1.0,3300,42.61292292037643
1.0,3400,56.76124885215795
1.0,3500,59.80945071812303
1.0,3600,73.28162450066579
1.0,3700,75.02585470085471
1.0,3800,66.53117206982544
1.0,3900,74.5587219343696
2.0,100,0.0
2.0,200,0.0
2.0,300,0.0
2.0,400,0.0
2.0,500,0.0
2.0,600,0.0
2.0,700,0.0
2.0,800,0.0
2.0,900,0.0
2.0,1000,0.0
2.0,1100,0.0
2.0,1200,4.1734177836696523E-4
2.0,1300,0.0013496878846766672
2.0,1400,0.006152586629288038
2.0,1500,0.001806465369170447
2.0,1600,0.013963125146971869
2.0,1700,0.013604303005539498
2.0,1800,0.03571685853011935
2.0,1900,0.07192443889639002
2.0,2000,0.14452505245918398
2.0,2100,0.19529810455242416
2.0,2200,0.3877805794521911
2.0,2300,0.591895690193628
2.0,2400,0.8920708312304294
2.0,2500,1.2526440789307471
2.0,2600,2.2976118137188384
2.0,2700,3.2349495413233824
2.0,2800,4.425264747372372
2.0,2900,6.354850344998022
2.0,3000,7.866431336825316
2.0,3100,11.421642359524096
2.0,3200,16.931139387846855
2.0,3300,29.149224116000976
2.0,3400,46.12001836547291
2.0,3500,48.06008113145491
2.0,3600,62.84265423879269
2.0,3700,66.71431623931628
2.0,3800,56.657522859517876
2.0,3900,65.02245250431777
3.0,100,0.0
3.0,200,0.0
3.0,300,0.0
3.0,400,0.0
3.0,500,0.0
3.0,600,0.0
3.0,700,0.0
3.0,800,0.0
3.0,900,0.0
3.0,1000,0.0
3.0,1100,0.0
3.0,1200,9.758432758874629E-4
3.0,1300,0.0039053468885320228
3.0,1400,0.003336785893706617
3.0,1500,0.006497352491737641
3.0,1600,0.017630272716294932
3.0,1700,0.012445492360557552
3.0,1800,0.026906507989107667
3.0,1900,0.04751866099406407
3.0,2000,0.0892829725165053
3.0,2100,0.1625497699949744
3.0,2200,0.35691683971126337
3.0,2300,0.5821902176524282
3.0,2400,0.8148576266219498
3.0,2500,1.081684731802218
3.0,2600,1.8179548941862476
3.0,2700,2.2482549884799354
3.0,2800,2.755811527686698
