x,y,CI_left,CI_right
1.0,0.93,0.14,0.98
2.0,0.41,0.05,0.35
3.0,0.33,0.04,0.35
4.0,1.11,0.10,1.74
5.0,4.42,1.91,6.49
6.0,9.76,5.95,12.89
7.0,12.39,8.81,15.62
8.0,12.51,9.01,16.03
9.0,13.27,10.35,16.16
10.0,10.54,7.77,13.10
11.0,7.33,4.33,9.96
12.0,3.12,0.88,4.44
