Elevation,SCA,CCA
100,0.002586046369424053,14.541667835266919
200,0.0024996935954404486,13.360963908397652
300,0.0025570497393264,11.635689218387583
400,0.003778703308694037,10.534871561420378
500,0.007062671146070952,10.100617506079336
600,0.010028567153500064,9.96160437765316
700,0.011166826196643035,9.82680916301483
800,0.014993270766892771,9.70062547898512
900,0.023472502498409768,9.433882407255052
1000,0.03542833876608561,9.224552942998015
1100,0.05263534089693086,9.037433232910535
1200,0.09084932826025084,8.99038741019894
1300,0.15057769214459749,9.033313360618841
1400,0.22843121028277097,9.205958877552208
1500,0.4202372141059497,9.428743731154398
1600,0.5956821247484357,9.706253580473856
1700,0.9181423470163086,10.025694027381357
1800,1.481559642922277,10.491934606110885
1900,2.5071056051796674,11.100011672686263
2000,3.2989352305319533,11.664006830250376
2100,4.42435066589349,12.054008145983358
2200,5.599504619520179,12.362746493716624
2300,7.592661279916176,12.340304497181757
2400,8.713485632529716,12.55829424539721
2500,10.423156786897698,12.497014558392495
2600,13.00297435756118,12.793571697493737
2700,15.395170906250963,12.83162212195729
2800,19.046751611843504,13.051323908030632
2900,21.623994928769214,12.954042742339146
3000,25.87406725677252,13.325708376073786
3100,28.01625030610519,13.265319800660818
3200,30.09268599073633,13.528261312619453
3300,33.603632168296386,13.68971948834173
3400,35.66323526033066,13.755863326160288
3500,38.41627095634247,13.976229789597777
3600,39.44909714638972,14.35141829080857
3700,43.156288794953156,14.273151318455351
3800,42.83256037810313,14.446912646582684
3900,43.128994003099514,14.115531132638033
4000,42.43058419243986,14.04372829077509
