Elevation,SCA,CCA
100,0.7467294804247125,36.57675039456008
200,0.705596116519605,39.30555803733742
300,0.8636870142046783,39.41161173861506
400,1.5337205648966286,40.72752206656291
500,2.250118132113486,42.43926089375698
600,2.824186767734347,43.83662273936094
700,3.151692990147623,44.58597773151256
800,3.512147459914996,45.33684640758923
900,4.001812421557499,46.21389152130271
1000,5.635470213704828,47.34210072436888
1100,7.868884199845806,48.87893731374163
1200,10.389846798420832,50.45962898486789
1300,13.963451393963652,52.56532997433019
1400,18.396015720227066,55.05418256736322
1500,22.921157479937992,58.490141194212164
1600,27.08220982134556,62.25377619634538
1700,31.288529311289302,64.13908190976315
1800,39.21928947859119,64.73846343769759
1900,44.465347887065874,68.64537379884072
2000,44.20163292650337,77.2706579594518
2100,43.32782083239997,77.1220844122144
2200,46.54702705824598,81.7004951234788
