Elevation,SCA,CCA
100,5.885334169178417,31.87525963675176
200,9.778416547063605,52.107801511729754
300,12.307397071539905,62.72374708496895
400,13.641203267835516,68.32179212693525
500,15.229767371954129,74.01232279293104
600,16.351484038953828,78.70978669861208
700,17.650357298358283,82.74554435132625
800,18.7574481985436,86.18255566127424
900,18.693777567561792,88.51666512151039
1000,19.049203668572623,91.14379921927558
1100,19.508221342225546,93.07126769932916
1200,19.26165332153487,94.46047040505697
1300,16.697012925025145,95.5273090381872
1400,18.46653190485816,95.29740601115786
