Elevation,SCA,CCA
100,9.404668988478885,49.58790268464436
200,7.839441966430516,33.80616498995373
300,5.126228932705786,25.015775759483294
400,8.351356227877979,35.88284609203646
500,11.664274526947937,39.017465542051966
600,14.123435026453135,41.607751985558906
700,17.585964896028397,45.54651513286858
800,21.066723911324935,49.10963487256453
900,25.234358183420504,53.47331274807424
1000,28.8638972630799,57.47729263637852
1100,32.5529065313833,60.61261344647037
1200,36.688055148493305,63.3439675376478
1300,40.70510709832218,65.99998043138557
1400,44.74006085756286,67.98783119507652
1500,50.44234379392231,68.20542590250211
1600,54.70415997975697,68.64247255440918
1700,56.17488226835248,69.86610883645302
1800,57.981613433719176,70.9214079635821
1900,60.3851040228448,71.8566680122123
2000,62.22135022170541,71.14427615264714
2100,65.87998481780647,72.23860358124108
2200,71.0161148138966,73.74679053370664
2300,71.32759104237512,77.64318686917775
2400,75.86699151604543,71.96124608637601
2500,68.72060416752929,78.637330465137
2600,66.2304867198927,80.35736266779959
2700,61.46139826546197,84.95136945787961
2800,56.76604780287182,85.80306441500088
2900,60.20752597547079,85.71207863282041
3000,55.992826817091355,88.26200252421074
3100,55.08352262105926,89.65341734883057
3200,54.1118976656965,91.68576612130533
3300,48.17115051979157,92.02021230207353
3400,38.91226688289123,94.76670877524907
3500,41.66864766525167,93.95678087242905
3600,53.28787817532512,90.53714034966171
