Elevation,SCA,CCA
100,5.45547078266893,27.920890857390088
200,9.96218160035915,48.051262442022754
300,14.527919292638416,62.306435107063976
400,17.63038719875588,70.50749118435765
500,20.026099096507522,77.25408203905577
600,21.2365578682037,82.48724497954093
700,22.261620791412135,86.36892500850249
800,22.76083520992359,89.89239422238332
900,22.393658130744758,91.86925590809989
1000,24.301528735340913,93.97317217419632
1100,26.365928957622945,95.3313010049896
1200,25.23792927620604,96.36977436756601
1300,24.080164200884905,96.55169532163818
1400,19.579323176183003,97.40575457645154
1500,16.239307911977146,97.90284792527436
1600,18.243296454015564,97.80891484973361
1700,35.82779462300384,96.13459330476553
