Elevation,SCA,CCA
100,3.243660107879647,25.543178350238744
200,5.950851642362743,46.76348384378113
300,7.022713761082667,55.08899620453287
400,8.150954635243055,59.93498359508005
500,9.58997535590184,63.32217290806392
600,10.886088339796334,62.51759447343682
700,12.383136508465094,63.1192782991469
800,14.057079645124158,61.08572399297408
900,15.965292053912231,59.30208979587064
1000,18.174523098194406,58.73183398059255
1100,21.46439148856955,63.21188634632045
1200,24.423758288483096,66.1931883712311
1300,27.14824091265606,68.80614079775528
1400,28.997687180134523,70.39015466071207
1500,31.215829899056427,72.26600639849566
1600,33.14493834112216,72.54926724392486
1700,34.5359805464991,75.939942483274
1800,36.75828543433881,76.6557257772498
1900,33.19346095065241,78.93821531788802
2000,34.58291642934222,90.53029339688167
2100,30.341558137025423,96.71493814008544
2200,30.581523266117706,96.61280765346241
2300,28.661318253284954,96.8676586097184
