Elevation,SCA,CCA
500,8.319488970515692,50.48493250470889
600,11.074237521583637,49.89250297596839
700,19.07362197362013,53.59443565562867
800,25.488394598509807,57.39951247340596
900,30.833731497409342,60.196621363622825
1000,30.201874947964694,64.30830728268899
1100,35.5757213507763,66.19069614425281
1200,34.588813059479065,71.6222415534089
1300,36.681204267936415,76.035252576856
1400,36.567659700954934,78.52516240964465
1500,37.76496557083688,80.73125398010755
1600,40.56621970755914,84.85660566263678
1700,41.77692666032043,88.19995726808146
1800,49.473654244140874,88.61596958555592
1900,40.09952474957959,95.24272572929944
2000,54.35179568072304,92.96730007627973
2100,38.17242773398019,96.41991509507974
