Elevation,SCA,CCA
100,0.0017206080502142574,9.10044251220256
200,6.684645655331016E-4,6.942429433288219
300,2.2016574515988332E-4,4.73068328555919
400,6.895424311590495E-5,3.9918737972692155
500,4.620029220304332E-4,3.529841857356301
600,6.284980836643131E-4,2.851689955176352
700,4.617850478216195E-4,2.5033362582353837
800,3.4918880130146675E-4,2.361892710668115
900,3.77760823930678E-4,2.272046286356668
1000,7.01527218594288E-4,2.2568051795732273
1100,0.004023712687911986,2.2641770801896532
1200,0.005156957865877784,2.3186501354715934
1300,0.011485286600301962,2.453653094942699
1400,0.01980789013059044,2.5704014947030607
1500,0.03653437451237696,2.71892677198477
1600,0.03752237628823928,2.912732805474008
1700,0.06582367591786349,2.987828864590512
1800,0.07925688832764809,3.1298945317892914
1900,0.0708900166158951,3.244780922776559
2000,0.12655681368666827,3.3998709687335893
2100,0.1553019601690822,3.490906152565737
2200,0.1989491852833651,3.571017973539074
2300,0.28038880208106415,3.6729389524123848
2400,0.37794820020385933,3.827428237256406
2500,0.5445240427281542,4.055279659941722
2600,0.6801603638967968,4.284283462008368
2700,0.9791875218657944,4.556014296975764
2800,1.2871880192027678,4.822564375483103
2900,1.6837182077406425,5.124161115005294
3000,2.344659447781086,5.456069990495889
3100,3.130472476103475,5.756865270577709
3200,3.842530213592281,6.092722820094878
3300,4.847463586938069,6.377490447667207
3400,5.985707116315942,6.720428205100158
3500,7.11157076417842,6.983865900996724
3600,8.42140528725258,7.263029913957216
3700,10.498044654272862,7.6432956936261585
3800,12.426634052927932,7.921131849878875
3900,14.846975394878562,8.250154028398324
4000,17.21771493238808,8.674404180046437
4100,19.92884783755125,9.205668791799349
4200,22.153272883491383,9.762278203729014
4300,22.987019209718124,10.027887932263999
4400,24.386819953021515,10.502327278173968
4500,25.820796627407898,10.830386293743173
4600,25.238143427173014,10.944770107098243
4700,26.157355822641627,11.260336618713659
4800,24.0155527227899,11.261219022692257
4900,24.372935569393164,11.610647127876051
5000,24.504756354624565,12.157760318742104
5100,25.48157085643883,12.725741327967084
5200,28.675891000033925,13.180987060891976
5300,31.20839919765557,14.657424728751145
5400,33.87733362973225,15.098808067496899
5500,38.09576063148547,16.96396534050948
5600,29.454509350106914,17.323748801869048
5700,33.77793868443618,18.453751310662017
5800,40.450370594973386,18.34953266347406
5900,49.47878983895965,18.853770725323844
6000,43.763111200952316,18.443217164495596
6100,39.94608568880196,18.269157803374338
