Elevation,SCA,CCA
100,0.008716409313763102,14.663704564603549
200,0.024960014871554578,15.462770811676352
300,0.029825079613746037,15.974880421380536
400,0.023536010355580773,17.058034950043883
500,0.025932317233480377,16.540643726864513
600,0.03716876059914154,16.488399768814006
700,0.07318137077275781,16.629352039444996
800,0.0976175661402587,16.619495035367535
900,0.17226743519977566,16.626686676253875
1000,0.347124223884171,16.74149343881757
1100,0.5927963139213768,16.96674770152705
1200,0.9462869935275071,17.351997264410663
1300,1.630650575422045,17.873040639476137
1400,2.593146168833857,18.31855388450249
1500,3.8235157419619106,18.900415804269986
1600,5.800174708400376,19.79423259451509
1700,8.556174952007032,20.577696130280852
1800,11.248338910373839,21.11786834585972
1900,14.291175465328463,21.831565755646622
2000,18.967969955998594,22.440387360188563
2100,23.595166629099865,22.659427544827796
2200,28.20077787144524,22.727814316985295
2300,32.40242623726438,22.669621494118054
2400,36.81705525387071,22.7995700013212
2500,40.66632083870018,22.629099252742275
2600,43.394987394429144,22.712075469266615
2700,46.94513661968351,22.355945183975038
2800,49.83100999247204,22.33331151034008
2900,53.045894403721675,22.2351750683997
3000,56.10451976363029,22.26470117183944
3100,58.68909207542624,22.25008096286433
3200,61.7073214802147,22.417018755648527
3300,65.25504200716472,22.567044400672543
3400,66.98363080292111,22.5497154964258
3500,70.59185133186891,22.740915474762822
3600,71.49312029382463,22.825917500414466
3700,75.86350614582649,23.27891777094331
3800,79.1121893979347,24.07637708304794
3900,81.68217082869674,24.540785637087463
4000,82.99851188147274,25.261356608735177
4100,84.01104446762356,25.235386919974342
4200,83.89735266129141,25.961949090673844
4300,85.21107751987013,26.115836475079504
4400,85.97306497824712,26.466384944017292
4500,84.0446281038673,27.134437794061892
4600,83.99915816194374,26.676456194025924
4700,86.07976431783672,27.84420102345675
4800,93.02733153036533,28.485903573004613
4900,91.30880368947888,28.850009100795166
5000,93.56066156605937,29.589234433097502
5100,91.26554078939812,29.394956005175782
