Elevation,SCA,CCA
100,0.002888389083570132,7.781637106824699
200,0.0021376467466358577,7.789270940610553
300,0.0022433023008525585,7.450623597885776
400,0.0016851844949692899,6.449372380231435
500,0.0019548259966996285,5.658911715132432
600,0.0018719060194580192,5.238828920779117
700,0.002352183334098022,4.978710606751533
800,0.003247433892903865,4.818905327721306
900,0.0037490842468200602,4.797746396584789
1000,0.006183480066594462,4.877498676044176
1100,0.013505308024214619,4.947829428667345
1200,0.027938786833436688,5.105233420163984
1300,0.0484572672958864,5.345952230656356
1400,0.0924902198031844,5.563604298141558
1500,0.16725073651799555,5.85524810267327
1600,0.2667443703361704,6.111578533384646
1700,0.37524997886465855,6.427657324041784
1800,0.646242486389923,7.013730157268891
1900,1.0858146655734413,7.527769832459162
2000,1.5906881725546542,8.150080085716745
2100,2.1550170350424307,8.520448639999179
2200,3.1208190506963724,8.988958232068057
2300,3.936291626108465,9.229674718537135
2400,4.966775225104945,9.507727272797716
2500,5.7870703571185915,9.676245328288854
2600,7.882950054659152,10.105941701411204
2700,9.568742186042778,10.412336719741036
2800,12.059684667255834,10.685135562598273
2900,13.825093587095164,10.884340476207115
3000,16.311800075404587,10.964366558208564
3100,19.309560245952724,11.32184467723656
3200,21.68724610913259,11.438673254945636
3300,24.918381939944005,11.779461155945597
3400,27.047982777746714,11.954945001322962
3500,29.95426209131353,12.066463321665317
3600,31.13614363586976,12.12303801671706
3700,31.36844037693705,12.044359616648569
3800,31.20377392640214,11.94322817612215
3900,30.663872022841293,11.75911131562954
4000,30.80346815121617,11.862167493224241
4100,29.85370179018941,11.958981708953281
4200,29.698409220218508,12.198307137415371
4300,27.87038159224377,12.38133767355843
4400,27.053298887362455,12.64528468175424
4500,23.834769140233146,12.895859483503804
4600,20.681518491114254,13.086013390574571
4700,20.859210915132174,13.728269094842643
4800,24.13059500447799,14.797201565403638
4900,22.03694834537436,15.941205749958515
5000,20.733516025138673,15.543649796385044
5100,23.811985919561184,16.486799608440574
5200,28.280005839678374,16.594063418034022
5300,24.243248260280996,17.00598339425698
5400,29.69561533716966,17.58743094559248
5500,16.750353749747322,17.47103626664859
