Elevation,SCA,CCA
100,7.681102922016732E-4,14.712264965960266
200,0.0012173193537257827,10.857870953829933
300,9.694575333458191E-4,9.187237886748832
400,0.001499987588649631,8.155050094671358
500,0.0025805850646882958,7.352794991293958
600,0.003835234917282134,6.881323843843911
700,0.005246742561399276,6.454728557269897
800,0.0076682952904045055,6.1660245979145145
900,0.011737880094946735,6.004174587831704
1000,0.017768430262341806,5.817136138204375
1100,0.033376943661664514,5.915944893683639
1200,0.05396547805116012,6.052856638108359
1300,0.12384246760074143,6.5182661264380615
1400,0.22028379906713105,6.939117485861688
1500,0.4053328967646405,7.468079579055849
1600,0.665282514167868,7.856252306479808
1700,1.0350564641992397,8.251309003682136
1800,1.490823463442017,8.707464761689387
1900,2.0616551651194244,9.19365473622976
2000,2.9189994039185745,9.661127810857835
2100,3.7666899056815395,10.049588985627377
2200,4.831769131674361,10.348147461137861
2300,6.487324516596243,10.630861047966556
2400,8.630466536547884,11.108354567695079
2500,10.787310541843716,11.242888280325364
2600,13.596722084000364,11.333323887884857
2700,16.756432330067085,11.659209810855032
2800,18.4634175965685,11.568439247577501
2900,21.94378095671484,11.599716421405825
3000,23.733584208324665,11.686350725698299
3100,25.784546548995174,11.644580206881491
3200,28.635367085404024,11.942487418771861
3300,30.646598279582697,12.149458016915688
3400,34.493567543288655,12.573643188066951
3500,36.57497448607717,12.880822687499991
3600,38.36056003821259,12.953255035986203
3700,39.52552089734101,13.060208972976074
3800,40.71207194381694,13.217286925334715
3900,41.64000574206273,13.467212260027138
4000,42.03877923034892,13.675469081940676
4100,42.84973532895135,14.37420156907331
4200,43.67933247507075,14.737644776721154
4300,43.0491394226036,15.52339778972666
4400,42.59256020094947,15.924516413193395
4500,43.219294788135706,17.55560653317711
4600,42.80314765837248,17.851626593956404
4700,44.90712710560159,18.641181341498783
4800,44.06578108906793,20.45299549780039
4900,41.91585472677044,20.896082078619408
5000,35.54046223300317,21.445970538746064
