Elevation,SCA,CCA
100,2.552171486020962,31.80826516112469
200,4.8650937457367025,45.30914349679266
300,6.846040542717404,50.379594889221224
400,7.870198725358873,52.73070606423329
500,9.24241585925349,55.680032361908665
600,10.006551126802266,57.49913714824906
700,11.191529273425994,59.03405924571157
800,12.630213043303606,60.633474711591745
900,14.512813531562418,61.698206552810866
1000,17.132402868829757,63.18007235988218
1100,21.77207989743195,65.89431241168319
1200,26.545408196047816,69.03499002516368
1300,30.461999585925692,71.33647546101761
1400,34.96052207657282,73.52506831850887
1500,39.84762160073575,75.51282188773394
1600,45.28727823919036,77.43629040566844
1700,50.54084340523341,79.0040957586087
1800,52.57618182285375,81.99062523653625
1900,51.87145914530111,84.58016441338141
2000,58.20215734527643,83.0834941980718
2100,51.23785125011629,87.34028978777377
2200,30.22801204322733,96.64052242415879
2300,13.423528975128507,99.17606842626982
2400,13.719293851662822,99.22627285960967
2500,8.662825955124317,99.55064451608953
