Elevation,SCA,CCA
100,5.274391732179703,52.84541167091922
200,7.062014647941129,56.560454470128
300,7.940553356943502,56.27131042542797
400,8.629831956567115,54.97638298206169
500,9.817641384932402,57.560675759016966
600,11.628811074600046,59.5870437050051
700,14.240774181347652,60.712528271158874
800,17.08218669341906,62.79887133111874
900,20.618113579803584,65.03643840159688
1000,22.494476540160818,63.810845414451286
1100,26.814617263556276,67.72628287494372
1200,30.557618670264564,69.32278180695143
1300,33.572726147015075,70.28322883873425
1400,37.435958756728056,71.22674146279218
1500,41.14487461296539,72.76899329610126
1600,44.38733122147022,74.19807058968358
1700,48.7851410025222,76.12038621156017
1800,55.22781812609304,77.8588045028424
1900,59.03101353811915,79.67917229308644
2000,66.3409608407473,78.37325748394738
2100,63.33066055746468,79.66742913176451
