Elevation,SCA,CCA
100,5.800919117368377,51.644957154280746
200,7.517932076373128,53.67379533273697
300,8.895357130864031,54.26613338872398
400,9.179586339921219,52.23442648687068
500,10.187597570645528,53.06169458017452
600,11.91983349848273,55.05496625813726
700,14.660196562717775,57.103692787313264
800,16.819274125485236,58.65740935709233
900,20.17276335425299,59.93796014367965
1000,22.657965135406403,60.99247831529289
1100,26.587620987307545,62.94724229286925
1200,30.92135210919214,64.50532912067257
1300,34.9827264949731,65.50512760688676
1400,39.01819801245023,67.01578354835405
1500,42.978570352442,68.37198825088812
1600,46.668344085908224,70.06347942202801
1700,49.21695046372087,72.80887207315413
1800,48.09330836064889,76.4630634035031
1900,44.78717769219929,81.84823503763234
2000,42.37636226205382,90.37211926371607
2100,35.18564374365416,95.29913771224336
2200,30.053171333598538,96.9373279522208
2300,6.7758237315544765,99.69830246697947
