Elevation,SCA,CCA
100,5.39604934550965E-4,12.03243899906864
200,1.1525150549564092E-4,12.988526912407629
300,8.046346626121018E-4,9.32523987267843
400,0.0012387318661715883,7.921438769919691
500,0.0014226319429640516,6.36772736475399
600,0.0018883233766103184,5.097650983975055
700,0.002304163635230234,4.602283637049311
800,0.0018162487927539427,4.260554490257084
900,0.0018158506272604818,3.9183432828489546
1000,0.0022958696937019746,3.7130117593944423
1100,0.009093567792259599,3.5437519412901164
1200,0.027510547856501078,3.48254886792668
1300,0.036372875449625114,3.5229612987006376
1400,0.04399648984611098,3.5629393845341872
1500,0.08248544304541351,3.75219415830772
1600,0.11647667336877791,4.0607894174404535
1700,0.160717250185225,4.227227744861717
1800,0.22235469304398056,4.430664591131039
1900,0.34664999649309614,4.736534472931329
2000,0.3619371113040196,4.896780876921915
2100,0.5369477233928848,5.130117237262808
2200,0.7501934966912943,5.407645274814082
2300,0.8723026099135053,5.669998416489837
2400,1.1517527099837215,5.883441157042776
2500,1.4405665389053914,5.995684337783613
2600,1.9196743861739956,6.205558990414416
2700,2.2894107538564623,6.443319843827117
2800,3.136207402740526,6.588671088755721
2900,4.043502105267427,6.992961727904252
3000,4.714653380925848,7.061919297546383
3100,6.237143357880269,7.453167753531482
3200,7.440631078898929,7.688803210495009
3300,8.760365110101757,7.882513812142578
3400,10.4611386562269,8.204093401022845
3500,12.749478330105257,8.720420861630734
3600,14.848107852468019,9.014207506622586
3700,17.247250498048093,9.481507598545246
3800,19.844303345588138,9.934267030304508
3900,22.766949093231556,10.530458806567193
4000,24.711017851497825,10.928856072554733
4100,25.531878502758836,11.014691150769803
4200,25.815917414309954,11.150186410725219
4300,26.144375154765175,11.229279524425845
4400,27.586125778759744,11.470689717868526
4500,28.498080915022012,11.87698609505909
4600,28.40716240304974,12.316569620713251
4700,29.802948511813888,12.793845692656317
4800,29.032394504970938,13.180678302700196
4900,28.346177916843033,13.37917804176695
5000,27.612058568999494,13.794283664817677
5100,28.596975083043564,14.241056257500015
5200,33.530754428765164,14.907285059461646
5300,31.66611521816918,15.564739969454989
5400,38.91274568673206,16.05582604711811
5500,34.160711740771205,16.441058988331136
5600,30.32284965451514,16.795877760886885
5700,32.41249615640639,17.429573005077398
5800,33.05040541726585,18.049795240996588
5900,35.10382713194334,19.209211596342747
6000,39.62258322052137,20.29302051774251
6100,42.14602452664914,21.30607407811855
6200,34.608153089414465,21.111976019421924
