Elevation,SCA,CCA
100,0.05672779321206713,19.05235986120962
200,0.05039300686486657,19.715906983767756
300,0.0655580042080729,19.67516893512304
400,0.09149627881427473,19.05784956432231
500,0.19922929064351605,18.66720421884936
600,0.15878758470658555,18.874359306804905
700,0.27209536179864213,19.110301761486227
800,0.5154960959299459,19.18138877996834
900,0.7190037479999816,19.370489418786025
1000,1.2444061915310471,19.67698461985966
1100,2.174123636383856,19.855037204340853
1200,4.127613368690291,20.372808883882946
1300,6.71107918927282,21.031713222414382
1400,10.251746737207863,21.602123065743204
1500,13.534624211708659,22.322159938707937
1600,17.67926688163078,22.988247492928252
1700,22.65259404547063,23.127165088982803
1800,27.348244473216457,23.485462826200614
1900,32.564380522525184,23.089906308331297
2000,36.69134821157354,22.859739833777017
2100,40.80662147411897,22.398048042533624
2200,42.66307105529535,21.356894177061978
2300,47.21682368701026,20.580275228082574
2400,49.756772905001,19.99871663212911
2500,52.8203657293107,19.57901870173078
2600,55.57775667055795,19.12866690462247
2700,56.98467221106676,18.98452816128257
2800,58.45327016351642,18.960892284746276
2900,60.224016220858445,19.45104348240518
3000,61.28601467388312,19.735441475148914
3100,63.02682266301113,20.761710295336936
3200,63.8400001051004,21.81044940114543
3300,65.28287967296241,22.34874554805025
3400,65.64294197366574,22.767100688901944
3500,68.31684621717082,23.074339009285055
3600,67.30290796731066,24.993009056125544
3700,65.14959727972152,24.05523654816749
3800,67.52062866383667,21.620922522074892
3900,71.86831864551893,24.251843043798612
