Elevation,SCA,CCA
100,0.28045312041702514,27.123700581623105
200,0.29169689624568573,27.95743784469417
300,0.27002941957450627,27.881523275447204
400,0.2903242815316399,28.08438000053772
500,0.36139008981284065,28.051153765512982
600,0.42555326791315734,27.81870788365315
700,0.5839339553450902,28.627055504786266
800,0.9384863565523013,29.358374171803558
900,1.6302398065288277,29.31637176789447
1000,2.70030263032886,29.951552679038436
1100,3.5862530967230173,30.87003428558333
1200,6.1917906262311035,31.637708351586944
1300,8.699778976491139,32.94351436043167
1400,13.713052331160329,34.73952361320548
1500,19.87538617429821,35.815407464320124
1600,27.949851154158257,38.179364665257644
1700,35.75327554477921,39.931039687471724
1800,44.84631742417165,42.55586226278095
1900,53.8382408952924,47.2805687700323
2000,65.28548786986073,53.05056712109277
2100,69.45176609527061,51.498528897583824
2200,71.64940125151938,52.35872341875341
2300,75.12115038760888,55.13834156443985
2400,76.28175075730454,53.03121682074882
2500,81.03065582752019,56.863660938857464
2600,75.48385149366194,50.830338254089476
2700,79.12931008079583,51.49638031631926
2800,77.01979316706857,51.819098211885084
2900,81.21154908698874,57.87821223943202
3000,82.27134290142173,57.45499215824037
