Elevation,SCA,CCA
100,0.004897921804129047,13.82588219257422
200,0.003726517233939338,12.839388502592552
300,0.0016306032785236868,11.350305693884495
400,0.0025067185702704973,10.328164060692137
500,0.0035729446181306723,10.045190866174929
600,0.004308744523760305,9.556826573999826
700,0.011062457859716357,8.962427329546772
800,0.01465912784444702,8.62531799355017
900,0.016874958622642888,8.413963190951248
1000,0.02128768641461858,8.284861604081568
1100,0.03496210952501321,8.072609662914372
1200,0.05887555119906439,8.012985535897515
1300,0.10346807331695532,8.01863261804383
1400,0.169050561684854,8.163756787899093
1500,0.3065392668506118,8.340995676717244
1600,0.39524822651728597,8.470927714417936
1700,0.639255978517632,8.902836326299058
1800,0.9985689705065469,9.33061429622575
1900,1.498787815681971,9.83098670979535
2000,2.2906154214542624,10.365942437314489
2100,3.129589885130608,10.750273583920093
2200,4.590603105986669,11.33493651704876
2300,5.97481438115362,11.56283681608727
2400,7.539388404204814,12.049474662883606
2500,9.915087454664649,12.10685645939493
2600,12.11669057881614,12.370703020160395
2700,15.052037579270635,12.631977390170436
2800,18.09767690271579,12.67398459084596
2900,20.897825561976422,13.10559836701007
3000,23.563360522583043,13.530526884104843
3100,25.435403467777647,13.764453386025897
3200,27.97035093113765,13.998388398032318
3300,30.610497854458018,13.649287549004102
3400,37.76991888879887,13.47218728464284
3500,37.74950934516306,13.494623012207942
3600,38.6099741840625,13.512190981555124
3700,47.64747658513578,14.152022868295218
