Elevation,SCA,CCA
100,7.138956003613474,23.49007846003864
200,14.090998867376962,50.11883034621981
300,18.227738935956875,62.26334462964462
400,21.213134473761368,71.66592749398579
500,23.47203778214432,78.72272100844734
600,24.54646561566571,83.68611799990472
700,25.83472845909234,87.5921126587626
800,26.570011155096523,89.66950928855658
900,25.160713703497333,92.3961208551516
1000,21.720330126275297,94.50129056801389
1100,20.718659503802385,96.70007684758195
1200,16.768369118292433,97.72066594441071
