Elevation,SCA,CCA
100,1.970802179682478,15.332217542135254
200,3.214673033594218,36.51152259989033
300,4.100801260441398,45.98293052133748
400,4.582955170230794,52.40420188186232
500,4.962843998560792,57.81775036755843
600,5.242899828322024,61.01363196829579
700,5.563653276432686,63.812269283826815
800,6.317757246805952,66.39855180393836
900,8.345001472156902,69.1534621445709
1000,9.79865782885668,72.21677449791231
1100,19.19344874640095,75.29314847440543
1200,19.068562316106284,76.37225220889299
