Elevation,SCA,CCA
100,1.1603855928093982,30.984414258681355
200,3.6809831143321805,33.947645152171056
300,5.731148709593128,36.64809736962941
400,10.642922515413662,44.47845677167513
500,13.242188834828815,48.488110271830585
600,16.85497737497288,58.394278709812276
700,19.81930887823696,64.50201652274094
800,50.988193022200505,63.693041308021144
900,58.79270976395622,63.404544857953084
1000,67.89891241676588,61.21714151407604
1100,76.91631654651324,65.64753879782417
1200,82.13879186831183,64.31475837225874
1300,85.04823182151651,58.80725640433155
1400,79.30331845113375,66.42180692749847
1500,75.66590448412931,69.66040892932594
1600,82.82253927932042,62.29361755460087
1700,77.61434486287578,69.77181548558617
1800,75.27913264379875,74.35868375933525
1900,73.66441500513238,76.28083193799073
2000,82.0123242333809,73.0399332625121
2100,84.09555458176793,72.67980470923466
2200,80.1446103504078,74.8363453116026
2300,81.5405525553495,73.22340733918692
2400,82.58774963263771,73.98573679192215
2500,86.15250695049548,70.0451491401945
2600,77.74474268606387,77.56337554207546
2700,82.24238439764096,75.20877665207954
2800,83.9767446266426,72.34067772700323
2900,87.89900650431919,71.15784877946297
3000,93.8303622015438,67.5399630672691
3100,95.07370508340797,67.99131661346468
3200,95.83202479617276,67.06024608094202
3300,97.71481910498474,65.61900996244889
3400,98.09164073776194,62.718326344409974
3500,98.17028951328525,62.250786538217945
