Elevation,SCA,CCA
100,5.809631750906092,59.608176900828305
200,7.49525330701405,60.57554409924906
300,7.733544549970294,53.30791180488639
400,7.950204163871486,50.78604760941811
500,8.602943002566908,48.08229588721073
600,8.836993564368948,42.43126773212967
700,10.370370493441023,44.13231342393584
800,11.577251117792514,42.85651494100353
900,13.099812653004177,46.249824395154604
1000,16.20574938323438,54.055327294532105
1100,19.28544949397209,59.4646331281692
1200,22.706831492826097,63.73430626735997
1300,26.72460631826753,65.33434133334609
1400,29.86064504979435,67.45288589173408
1500,31.448375616487944,71.36749505364344
1600,33.422079703127935,71.61264445151285
1700,35.619551108422385,72.67183265030172
1800,35.757928127556454,73.0559687634103
1900,38.05040728579403,73.14544814031402
2000,39.966289562682114,74.40706223430767
2100,44.7578509983604,73.98483712600002
2200,52.77702311165015,79.29217555918795
