Elevation,SCA,CCA
100,0.019462363430531242,14.897396015278165
200,0.011737196037019929,15.152155576567502
300,0.011734304389892525,14.245758235483546
400,0.01453201333638914,13.92518509624115
500,0.011994353030500867,13.71729459447854
600,0.014600681943565362,13.496228460028485
700,0.019877529588157212,13.436575465515784
800,0.027757814732366368,13.075263125558282
900,0.05183727643037966,12.90665811906878
1000,0.09331634019374023,13.288483630503428
1100,0.16635695896094801,13.537088941460297
1200,0.29057066008767973,13.659455741291412
1300,0.5658590761943789,14.186936218398149
1400,1.0261233868627695,14.724941431174537
1500,1.6721771322369967,15.346957016781237
1600,2.3996476009639993,15.870980721498
1700,3.5030245528734287,16.433367291147867
1800,4.658050318039175,16.822243492183272
1900,6.588936626648772,17.408417244286504
2000,8.947281420407021,17.96887275817904
2100,11.933024957198395,18.45489239475548
2200,15.564034360799935,18.978610644786034
2300,18.737500408767094,18.927246435428916
2400,21.96236224568564,19.10886306395556
2500,25.507313744280438,19.13543984620938
2600,29.188519181144766,19.488391881764144
2700,32.442769053948844,19.724139182257694
2800,36.03144517571101,19.903473333420045
2900,38.44003818262044,20.153483014565754
3000,41.76884470336958,20.21502569560997
3100,44.007523752186096,20.41993132152768
3200,46.31271223620931,20.447887645018948
3300,48.55954694989941,20.619439983233733
3400,50.934277191096136,20.62128704691608
3500,52.303667395005945,20.755375682370047
3600,54.40194312067262,21.086758937117168
3700,56.04323684801202,21.457720997143532
3800,57.75210230853363,21.636319987021544
3900,60.13175016483766,21.907495392163185
4000,61.835668607515366,22.180850124398052
4100,64.66793788465928,22.459748532815787
4200,66.67626203739407,22.956519691430785
4300,69.02600586411995,23.465076717026626
4400,73.22605200401826,23.9298161393645
4500,75.60550405418326,24.42610914919272
4600,79.66909860033991,25.256474855024415
4700,81.26020299551178,25.954914412549396
4800,81.0727220385889,25.764953811405114
4900,84.61926844044149,26.86171282253762
5000,87.50282890468799,27.192038619217893
5100,88.19045524420105,27.853849119405087
5200,90.36475286182392,28.921590028882964
5300,93.56384684983333,30.715946276457995
5400,92.23972559457603,31.557816387359246
5500,94.1670845428764,34.913383790518665
5600,95.34944780850657,36.68754142736594
5700,91.72797614720662,35.42880804159336
5800,90.8280347129656,34.78321638890415
5900,90.46591873333642,34.321467312108105
6000,88.29766727309479,40.05895617465669
6100,96.25434269927902,39.29549688119347
6200,91.68251671843228,38.47507309953304
6300,,
6400,93.80106461828717,41.74480064733149
6500,78.43482918940772,40.100340024533764
6600,91.60041776160637,41.92644274844305
