Elevation,SCA,CCA
100,0.17163984577813834,17.374496174690442
200,0.15084189205195042,20.989744760988415
300,0.18352664025250776,21.84098890258241
400,0.20881187399046533,22.738232579992967
500,0.25808009120944986,22.90737026807382
600,0.38577180980548337,23.08197001003319
700,0.5991725565539131,23.4757874875075
800,1.0698899383219012,23.75909867226676
900,1.4868966978104035,23.97045113471206
1000,3.211523188772005,24.18199458741194
1100,5.138903951694912,24.613611085999526
1200,8.768443914640377,25.158754488436102
1300,12.287745218450764,26.4303247485048
1400,16.744156185937637,27.26201503886605
1500,21.620204357216483,28.34757096806846
1600,26.195430273394916,29.138045052876866
1700,30.559706507500376,30.099500222423746
1800,34.403861560494285,30.80449590595296
1900,38.05524862482625,31.324162161461587
2000,41.406075166906405,31.623710960078455
2100,44.6331411186851,32.31545642910275
2200,47.73156762596905,33.34153899712514
2300,50.45118351231703,33.581892536434374
2400,56.2424926377761,34.45735176539869
2500,62.223780999661145,36.86165851557679
2600,73.14317561897285,36.01177962746034
2700,72.50411073997822,37.16866550276294
2800,80.24340098461572,37.45377231967674
2900,84.59755075747192,38.8572506477299
3000,86.29020327334153,39.426067434055774
3100,94.99506818384381,41.33303439440938
3200,92.56023852840106,38.980668143184154
3300,93.00442600839112,40.796884164337676
3400,92.60797116097297,40.46030423879597
