Elevation,SCA,CCA
100,7.19964958172496,28.21498726606501
200,13.589861070577475,43.35350674710047
300,21.02483426983547,59.98120641824263
400,24.293968930854458,66.90221472784799
500,29.18049371925671,72.85430385759473
600,34.46164488083018,75.5328816880724
700,38.431739084331255,77.31838710511452
800,43.757842525766094,78.89053611493136
900,53.91015467062158,78.9357303796553
1000,66.2433923386291,78.55114548255852
1100,79.7414317707964,76.71631782770322
1200,90.60810464574081,73.87333265084281
1300,94.12021582664703,71.51895843792876
1400,95.16731078420474,71.90188665271133
1500,95.47323419010706,71.20456639110361
1600,95.1985377805618,70.36639194488448
1700,95.40853340767293,69.70500920306402
1800,95.15226069838937,69.59351471374514
1900,94.69824799322407,69.2607973857014
2000,94.31488389820407,69.07935359144875
2100,95.83296265192428,68.48075431015113
2200,96.66259543253014,67.5842466013027
2300,97.08096291032568,66.70813282085342
2400,96.9777009982528,66.87462738633307
2500,96.50302550920169,68.01159633173366
2600,96.20091219787619,67.51900588419642
2700,97.89706139255568,65.50317967427793
2800,98.01316772212667,64.95418147929344
2900,98.26601180251828,64.6656831532084
3000,98.25923954546214,64.27364476081941
3100,97.96178828919884,63.88651192205449
3200,97.80106251164148,63.38634977996848
3300,98.26067891357626,64.0554633804936
3400,98.08991307863351,63.73540867456762
