date,value
3/1/2000,1.286
2/1/2001,1.747
2/1/2002,2.074
4/1/2003,2.782
3/1/2004,1.681
2/1/2005,1.615
3/1/2006,2.914
3/1/2007,3.155
1/1/2008,2.329
4/1/2009,1.555
4/1/2010,1.362
3/1/2011,1.385
3/1/2012,1.114
3/1/2013,1.141
1/1/2014,1.447
1/1/2015,1.306
3/1/2016,1.535
2/1/2017,1.857
4/1/2018,1.185
3/1/2019,1.087
3/1/2020,0.843
4/1/2021,1.291
3/1/2022,0.861
,
,
