date,value
7/1/2000,43.5
8/1/2001,37.9
6/1/2002,45.2
7/1/2003,37.8
8/1/2004,36.5
8/1/2005,38.7
7/1/2006,39.2
7/1/2007,41.9
8/1/2008,40.0
7/1/2009,41.9
7/1/2010,39.9
7/1/2011,42.2
6/1/2012,33.2
8/1/2013,34.7
7/1/2014,34.0
8/1/2015,39.6
6/1/2016,41.0
6/1/2017,36.8
6/1/2018,36.3
6/1/2019,27.9
7/1/2020,41.1
7/1/2021,27.2
7/1/2022,44.1
