date,value
2/1/2000,4500
1/1/2001,4550
2/1/2002,4500
1/1/2003,4550
2/1/2004,4500
1/1/2005,4550
2/1/2006,4500
1/1/2007,4550
2/1/2008,4500
2/1/2009,4500
1/1/2010,4550
2/1/2011,4500
1/1/2012,4550
2/1/2013,4500
1/1/2014,4550
2/1/2015,4000
1/1/2016,4500
2/1/2017,4000
1/1/2018,4500
1/1/2019,4500
2/1/2020,4000
1/1/2021,4500
2/1/2022,4000
