group,variable,value
sca,1,
sca,2,5.396
sca,3,1.286
sca,4,6.671
sca,5,18.363
sca,6,32.28
sca,7,43.462
sca,8,36.875
sca,9,36.906
sca,10,30.613
sca,11,22.499
sca,12,11.684
