Macrozona,m10n,10n,9n,8n,7n,6n,5n,4n,3n,2n,1n,0,1,2,3,4,5,6,7,8,9,10
Austral,1425.0619069945515,606.2043101430146,915.6253085986525,1352.250267974449,1872.1314326652555,2128.819232154351,2167.867428789461,2100.6767068124436,1980.3235931577212,1946.6851005068668,1715.182857485419,4258.618684199699,11013.874442139964,6355.409548002362,2447.694174713907,839.4433146748785,334.0232659382965,192.4960291433213,115.68818820833341,75.55026792187495,46.749487765625,94.23877818897058
Centro,1496.4343892131576,908.8126794582693,1340.0378454270183,1720.3120562977258,2055.6562251511596,2318.704198576848,2590.132312823812,2648.374562235683,1793.5096750774742,974.7086659753044,1101.425152481679,170.8129506151348,28.062260249999976,1.21719109375,1.816901734375,0.40730821875,1.012450390625,0.822432109375,0.0,0.4033605625,0.605086078125,0.80681159375
Norte,32.4646436052696,85.26230947806364,299.6862269690563,798.4332853563137,1487.81660890035,1557.4406329049407,981.9800679336473,526.8942535644591,387.0190065470584,360.73846607836987,528.3397343190578,267.9160502079044,123.82970342199751,20.68658341838236,11.070385468749999,9.652979125000002,8.599634921875,5.18592890625,4.947799,3.8339811875,3.1718713593750003,13.228303234374998
Sur,162.79075673278192,63.9228090579044,90.55381724436278,127.91699566207107,183.99366029074733,283.7731786897673,380.24176907309976,511.41430758921547,434.12714573075914,217.4792804362746,167.73036045894602,2457.228570706353,3325.846386355901,1089.7130110603566,277.4983760449755,168.70074155533075,94.42155912162994,11.842437875000003,2.418292359375,2.0422954375,1.84881325,4.6964222187499995
