Month,Mean,P25,P75
1.0,0.21,0.10,0.47
2.0,0.18,0.09,0.41
3.0,0.14,0.07,0.45
4.0,0.37,0.11,2.74
5.0,1.94,0.36,6.00
6.0,12.59,5.59,20.75
7.0,16.51,8.18,26.15
8.0,15.09,6.76,24.52
9.0,11.44,3.71,20.15
10.0,6.16,1.41,11.87
11.0,1.60,0.30,4.26
12.0,0.20,0.10,0.54
