Month,SCA
1.0,-0.11
2.0,-0.15
3.0,-0.18
4.0,-0.17
5.0,0.96
6.0,1.97
7.0,0.70
8.0,0.33
9.0,0.07
10.0,-0.06
11.0,0.03
12.0,-0.02
