Month,SCA
1.0,-0.00
2.0,-0.00
3.0,-0.00
4.0,-0.01
5.0,-1.41
6.0,-0.02
7.0,-0.65
8.0,-1.63
9.0,-1.71
10.0,-2.60
11.0,-2.28
12.0,-0.10
