Month,SCA
1.0,-0.03
2.0,-0.01
3.0,-0.05
4.0,0.01
5.0,0.65
6.0,0.35
7.0,0.83
8.0,0.13
9.0,0.15
10.0,-0.02
11.0,-0.02
12.0,-0.01
