Month,Mean,P25,P75
1.0,1.15,0.52,2.16
2.0,0.94,0.45,1.63
3.0,0.54,0.26,1.06
4.0,1.27,0.35,3.23
5.0,4.38,1.70,8.21
6.0,8.14,3.78,14.08
7.0,11.77,6.67,18.77
8.0,9.53,5.05,16.08
9.0,8.07,3.41,14.21
10.0,4.98,2.21,8.59
11.0,0.85,0.24,2.21
12.0,0.82,0.26,1.91
