Month,Mean,P25,P75
1.0,0.30,0.11,0.62
2.0,0.55,0.24,0.95
3.0,0.45,0.20,0.83
4.0,0.71,0.22,1.87
5.0,3.17,1.13,6.35
6.0,5.10,2.27,9.39
7.0,6.00,2.92,10.39
8.0,3.61,1.30,7.81
9.0,2.10,0.51,5.27
10.0,0.82,0.12,2.34
11.0,0.05,0.00,0.29
12.0,0.04,0.00,0.17
