Month,Mean,P25,P75
1.0,0.01,0.00,0.08
2.0,0.01,0.00,0.05
3.0,0.01,0.00,0.14
4.0,0.30,0.02,1.25
5.0,2.11,0.36,5.77
6.0,11.83,5.54,18.40
7.0,18.23,12.48,24.03
8.0,17.94,12.59,23.42
9.0,15.31,10.04,20.10
10.0,10.59,5.16,16.14
11.0,3.08,0.83,7.26
12.0,0.09,0.00,0.84
