Month,SCA
1.0,-0.63
2.0,-0.36
3.0,-0.31
4.0,-0.47
5.0,-1.10
6.0,-0.06
7.0,-0.66
8.0,-1.73
9.0,-1.64
10.0,-2.45
11.0,-3.94
12.0,-1.75
