Month,Mean,P25,P75
1.0,0.00,0.00,0.04
2.0,0.00,0.00,0.05
3.0,0.02,0.00,0.49
4.0,0.69,0.07,2.32
5.0,3.80,1.48,7.04
6.0,7.80,3.99,12.96
7.0,7.66,3.82,12.93
8.0,3.51,1.33,6.70
9.0,0.70,0.06,2.52
10.0,0.07,0.00,0.78
11.0,0.00,0.00,0.18
12.0,0.00,0.00,0.03
