Month,SCA
1.0,0.00
2.0,0.00
3.0,0.01
4.0,0.21
5.0,-0.01
6.0,0.05
7.0,0.03
8.0,0.21
9.0,0.06
10.0,0.00
11.0,0.00
12.0,0.00
