Month,SCA
1.0,-0.08
2.0,-0.02
3.0,-0.09
4.0,-0.09
5.0,1.14
6.0,1.87
7.0,0.96
8.0,0.17
9.0,0.26
10.0,0.13
11.0,-0.08
12.0,-0.02
