Month,SCA
1.0,-0.07
2.0,-0.03
3.0,-0.03
4.0,-0.01
5.0,0.02
6.0,-0.15
7.0,2.54
8.0,0.15
9.0,0.03
10.0,-0.00
11.0,-0.03
12.0,-0.04
