Month,SCA
1.0,-0.06
2.0,-0.01
3.0,-0.05
4.0,0.09
5.0,0.53
6.0,1.09
7.0,0.97
8.0,0.34
9.0,0.09
10.0,0.00
11.0,-0.06
12.0,-0.03
