Month,Mean,P25,P75
1.0,0.02,0.00,0.15
2.0,0.03,0.01,0.17
3.0,0.13,0.02,0.69
4.0,1.15,0.18,3.16
5.0,5.17,2.43,9.01
6.0,8.77,4.66,14.25
7.0,9.32,5.01,15.31
8.0,3.92,1.61,7.50
9.0,0.91,0.19,2.66
10.0,0.15,0.01,0.78
11.0,0.03,0.00,0.23
12.0,0.02,0.00,0.14
