Month,SCA
1.0,-0.00
2.0,-0.00
3.0,-0.00
4.0,0.01
5.0,0.00
6.0,0.00
7.0,-0.02
8.0,-0.01
9.0,-0.01
10.0,-0.01
11.0,-0.01
12.0,0.00
