Month,Mean,P25,P75
1.0,4.99,2.96,7.94
2.0,8.05,4.83,11.50
3.0,6.67,4.23,10.08
4.0,9.26,6.10,13.40
5.0,13.71,8.73,19.75
6.0,19.95,12.34,28.68
7.0,21.89,13.38,32.10
8.0,16.25,9.78,23.91
9.0,13.57,6.70,22.06
10.0,9.96,5.04,15.58
11.0,6.20,3.37,9.61
12.0,3.73,2.06,6.22
