x,y,CI_left,CI_right
1,2.802969567290663,1.3291782876111573,3.867102016927349
2,3.1309127850344693,1.6460329004693683,4.101955416298962
3,3.2559551807226215,1.7317405279123181,4.297827121672444
4,4.79064247728311,2.3888539907968274,6.528193680164693
5,7.547008726853344,3.988655471795285,10.38734627576891
6,12.747862008925699,6.613836785129386,17.575307898185777
7,15.220716104578456,8.031184259795866,20.899704220702276
8,10.781269886132629,5.369716911793716,14.915801567921926
9,9.711741666890983,3.428580197549024,14.760897244353764
10,6.946320330420069,2.781702186936241,10.217508439268538
11,3.854576038504261,1.6141820863062601,5.556523305148834
12,2.5219130993577545,0.948521371806044,3.389530066212332
