Month,Mean,P25,P75
1.0,3.30,2.10,5.66
2.0,2.65,1.87,3.85
3.0,2.35,1.63,3.57
4.0,3.44,1.80,6.30
5.0,7.45,3.82,12.66
6.0,14.11,7.90,21.90
7.0,21.96,15.73,28.54
8.0,21.29,16.00,27.13
9.0,20.44,14.64,25.61
10.0,16.51,12.51,21.61
11.0,13.37,8.92,19.00
12.0,7.27,3.93,13.08
