Month,Mean,P25,P75
1.0,0.23,0.07,0.64
2.0,0.31,0.10,0.74
3.0,0.36,0.12,1.15
4.0,1.30,0.34,3.26
5.0,4.44,1.86,8.23
6.0,11.80,5.63,19.56
7.0,14.88,7.02,25.96
8.0,10.15,4.67,17.01
9.0,7.38,2.65,13.98
10.0,4.01,1.24,7.19
11.0,1.24,0.22,2.79
12.0,0.08,0.02,0.30
