Month,Mean,P25,P75
1.0,0.20,0.08,0.39
2.0,0.07,0.04,0.13
3.0,0.04,0.02,0.09
4.0,0.06,0.02,0.26
5.0,0.42,0.10,1.28
6.0,1.22,0.40,3.11
7.0,1.74,0.77,3.75
8.0,1.00,0.40,2.28
9.0,0.86,0.38,1.71
10.0,0.25,0.09,0.65
11.0,0.23,0.07,0.56
12.0,0.29,0.10,0.62
