Month,SCA
1.0,-0.09
2.0,-0.01
3.0,-0.07
4.0,-0.11
5.0,0.89
6.0,1.46
7.0,0.69
8.0,0.14
9.0,0.43
10.0,0.17
11.0,-0.13
12.0,-0.02
