Month,Mean,P25,P75
1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.00
3.0,0.00,0.00,0.00
4.0,0.00,0.00,0.06
5.0,0.31,0.00,1.24
6.0,3.68,1.09,6.92
7.0,7.23,3.97,10.88
8.0,6.92,4.28,10.60
9.0,4.53,2.15,7.12
10.0,1.18,0.34,3.53
11.0,0.06,0.00,0.44
12.0,0.00,0.00,0.00
