Month,SCA
1.0,-0.02
2.0,0.11
3.0,0.00
4.0,0.43
5.0,0.26
6.0,0.50
7.0,0.26
8.0,0.77
9.0,0.94
10.0,0.26
11.0,0.06
12.0,-0.01
