Month,Mean,P25,P75
1.0,1.10,0.58,2.12
2.0,1.10,0.52,2.34
3.0,0.83,0.43,2.16
4.0,1.28,0.43,5.09
5.0,7.63,1.35,23.16
6.0,20.28,7.82,39.80
7.0,17.12,4.49,44.06
8.0,14.93,2.43,39.88
9.0,7.78,1.40,19.91
10.0,2.16,0.68,6.15
11.0,0.87,0.46,2.08
12.0,0.57,0.36,1.03
